index,title,organ,organismId,sex,lifestage
KE 643,"Decreased Cholesterol, Decreased Uptake of Lipoproteins",,Not specified,['Not specified'],['Not specified']
KE 644,"Decreased Cholesterol, Decreased Transport of Cholesterol to the Inner Mitochondrial Membrane",,Not specified,['Not specified'],['Not specified']
KE 645,"Decreased Cholesterol, Decreased Testosterone Production by Adult Leydig Cells",,Not specified,['Not specified'],['Not specified']
KE 646,"Decreased Cholesterol, Decreased sperm quantity and/or quality in the adult testis",,Not specified,['Not specified'],['Not specified']
KE 640,"Decreased steroidogenesis, Proteomic alterations in the adult Leydig cell",,Not specified,['Not specified'],['Not specified']
KE 647,"Decreased, steroidogenic protein expression",,40674,['Unspecific'],['Development']
KE 648,"Decreased steroidogenesis, Increased Apoptosis of Adult Leydig Cells",testis,Not specified,['Not specified'],['Not specified']
KE 649,"Decreased steroidogenesis, Alterations in the Leydig Cell Cytoskeleton",testis,Not specified,['Not specified'],['Not specified']
KE 525,"Apoptosis of adult Leydig cells, Decreased testosterone by adult Leydig cells",,Not specified,['Not specified'],['Not specified']
KE 650,"Stimulation of adult Leydig cells via the Adrenal Corticosterone, Increased Glucocorticoid",,Not specified,['Not specified'],['Not specified']
KE 651,"Glucocorticoid Receptor mediated alterations in steriodogenic enzymes, Decreased testosterone by adult Leydig cells",,Not specified,['Not specified'],['Not specified']
KE 652,"Direct effects of Corticosterone on steroidogenesis, Decreased testosterone by adult Leydig cells",,Not specified,['Not specified'],['Not specified']
KE 1028,"Activation of specific nuclear receptors, PPAR-gamma activation",,Not specified,['Not specified'],['Not specified']
KE 1447,obesity,,Not specified,['Not specified'],['Not specified']
KE 1448,activation of CCAAT/enhancer-binding protein alpha,,Not specified,['Not specified'],['Not specified']
KE 1449,increased adipogenesis,,Not specified,['Not specified'],['Not specified']
KE 1450,decreased dopamine,,Not specified,['Not specified'],['Not specified']
KE 1451,decreased reward,,Not specified,['Not specified'],['Not specified']
KE 1452,decreased DNA methylation of tyrosine hydroxylase,,Not specified,['Not specified'],['Not specified']
KE 1453,decreased methylation of dopamine transporter promoter,,Not specified,['Not specified'],['Not specified']
KE 1454,chronic high fat diet,,Not specified,['Not specified'],['Not specified']
KE 526,"Inhibition, Inhibition of Dopamine-beta-hydroxylase",,Not specified,['Not specified'],['Not specified']
KE 527,"Decreased, Decreased fecundity",,Not specified,['Not specified'],['Not specified']
KE 528,"Decreased, Synthesis of NE",,Not specified,['Not specified'],['Not specified']
KE 529,"Decreased, GnRH cfos activity",,Not specified,['Not specified'],['Not specified']
KE 530,"Decreased, GnRH pulsatility/release",,40674,['Unspecific'],['All life stages']
KE 530,"Decreased, GnRH pulsatility/release",,50557,['Unspecific'],['All life stages']
KE 530,"Decreased, GnRH pulsatility/release",,7955,['Unspecific'],['All life stages']
KE 530,"Decreased, GnRH pulsatility/release",,8782,['Unspecific'],['All life stages']
KE 531,"Decreased, LH Surge",pituitary gland,40674,['Unspecific'],['All life stages']
KE 531,"Decreased, LH Surge",pituitary gland,50557,['Unspecific'],['All life stages']
KE 531,"Decreased, LH Surge",pituitary gland,7955,['Unspecific'],['All life stages']
KE 531,"Decreased, LH Surge",pituitary gland,8782,['Unspecific'],['All life stages']
KE 532,"Delayed, Ovulation",,Not specified,['Not specified'],['Not specified']
KE 533,"Decreased, Cortical granule release/distribution upon fertilization",,Not specified,['Not specified'],['Not specified']
KE 534,"Altered, Formation of cortical envelope",,Not specified,['Not specified'],['Not specified']
KE 535,"Abnormal, Sperm penetration (polyspermy)",,Not specified,['Not specified'],['Not specified']
KE 536,"Altered, Chromosome number (polyploid) zygote",,Not specified,['Not specified'],['Not specified']
KE 543,"Decreased fertility in the adult, Decreased sperm quantity and/or quality in the adult testis",,Not specified,['Not specified'],['Not specified']
KE 662,"Decreased testosterone by the fetal Leydig cells, Hypermethylation in the fetal testis",,Not specified,['Not specified'],['Not specified']
KE 540,"Decreased testosterone by the fetal Leydig cells, Dysgensis of fetal Leydig cells",,Not specified,['Not specified'],['Not specified']
KE 541,"Decreased testosterone by the fetal Leydig cells, Decreased COUP-TFII stem Leydig cells",,Not specified,['Not specified'],['Not specified']
KE 559,"Activation, Nicotinic acetylcholine receptor",,Not specified,['Not specified'],['Not specified']
KE 560,"Abnormal, Foraging activity and behavior",,Not specified,['Not specified'],['Not specified']
KE 563,"Death/Failure, Colony",,Not specified,['Not specified'],['Not specified']
KE 1107,"Weakened, Colony",,Not specified,['Not specified'],['Not specified']
KE 1243,"Altered, Ca2+-calmodulin activated signal transduction",,Not specified,['Not specified'],['Not specified']
KE 564,"Abnormal, Roll change within caste",,Not specified,['Not specified'],['Not specified']
KE 565,"Reduced, Brood care",,Not specified,['Not specified'],['Not specified']
KE 566,"impaired, Larval development",,Not specified,['Not specified'],['Not specified']
KE 568,"impaired, Hive thermoregulation",,Not specified,['Not specified'],['Not specified']
KE 570,"Accumulation, Damaged mitochondrial DNA",,Not specified,['Not specified'],['Not specified']
KE 571,"Accelerated, Aging",,Not specified,['Not specified'],['Not specified']
KE 572,"Decrease, Number of worker bees",,Not specified,['Not specified'],['Not specified']
KE 664,"Overwhelmed, Mitochondrial DNA repair mechanisms",,Not specified,['Not specified'],['Not specified']
KE 573,"Increase, Energetic demands and therefore metabolic stress",,Not specified,['Not specified'],['Not specified']
KE 574,"Increased, Appetite and hunger",,Not specified,['Not specified'],['Not specified']
KE 576,"Increased, Viral susceptibility",,Not specified,['Not specified'],['Not specified']
KE 577,"impaired, Development",,Not specified,['Not specified'],['Not specified']
KE 578,"Decreased, Glucose oxidase enzyme activity",,Not specified,['Not specified'],['Not specified']
KE 579,"Decreased, Hydrogen peroxide production",,Not specified,['Not specified'],['Not specified']
KE 580,"Reduced, Antiseptic incorporated in food",,Not specified,['Not specified'],['Not specified']
KE 561,"Reduced, Food storage",,Not specified,['Not specified'],['Not specified']
KE 1108,"Abnormal, Role change within caste",,Not specified,['Not specified'],['Not specified']
KE 663,"Desensitization, Nicotinic acetylcholine receptor",,Not specified,['Not specified'],['Not specified']
KE 584,"Inhibition, sodium channel",,Not specified,['Not specified'],['Not specified']
KE 585,"Decreased, Sodium conductance 1",,Not specified,['Not specified'],['Not specified']
KE 586,"Reduced, swimming speed",,8090,['Not specified'],['Not specified']
KE 586,"Reduced, swimming speed",,52641,['Not specified'],['Not specified']
KE 586,"Reduced, swimming speed",,6087,['Not specified'],['Not specified']
KE 587,"Reduced, feeding 1",,Not specified,['Not specified'],['Not specified']
KE 588,"Increased, predation",,Not specified,['Not specified'],['Not specified']
KE 592,"Reduced, survival",,Not specified,['Not specified'],['Not specified']
KE 444,"Increased, Atrioventricular block and bradycardia",heart,Not specified,['Not specified'],['Not specified']
KE 590,"N/A, hypoxia",,Not specified,['Not specified'],['Not specified']
KE 591,"Increased, amputations",,10116,['Not specified'],['Not specified']
KE 591,"Increased, amputations",,10090,['Not specified'],['Not specified']
KE 591,"Increased, amputations",,9606,['Not specified'],['Not specified']
KE 593,"Inhibition, Ether-a-go-go (ERG) voltage-gated potassium channel",,Not specified,['Not specified'],['Not specified']
KE 598,"modulation, sodium channel",,Not specified,['Not specified'],['Not specified']
KE 599,"prolonged, Depolarization of neuronal membrane",,Not specified,['Not specified'],['Not specified']
KE 600,"Overactivation, Neuronotransmitter release",,Not specified,['Not specified'],['Not specified']
KE 601,"Overactivation, muscle contraction",muscle tissue,Not specified,['Not specified'],['Not specified']
KE 602,"Increased, Ataxia, paralysis, or hyperactivity",skeletal muscle tissue,Not specified,['Not specified'],['Not specified']
KE 619,"Inhibition, 5-hydroxytryptamine transporter (5-HTT; SERT)",,10116,['Unspecific'],['All life stages']
KE 619,"Inhibition, 5-hydroxytryptamine transporter (5-HTT; SERT)",,7955,['Unspecific'],['All life stages']
KE 623,"Increase, predation",,Not specified,['Not specified'],['Not specified']
KE 625,"Increased, muscular waves in foot",muscle of pes,31229,['Not specified'],['Not specified']
KE 625,"Increased, muscular waves in foot",muscle of pes,76178,['Not specified'],['Not specified']
KE 1139,"Increased, water retention in foot",,Not specified,['Not specified'],['Not specified']
KE 1142,"Increased, valve movement",,396373,['Not specified'],['Not specified']
KE 1143,"Depletion, energy reserves",,Not specified,['Not specified'],['Not specified']
KE 624,"Increased, foot detachment",,Not specified,['Not specified'],['Not specified']
KE 622,"Increased, locomotion",,Not specified,['Not specified'],['Not specified']
KE 626,"Increased, serotonin (5-HT)",,Not specified,['Not specified'],['Not specified']
KE 627,"Decreased, anxiety",,Not specified,['Not specified'],['Not specified']
KE 629,"Decreased, sheltering",,Not specified,['Not specified'],['Not specified']
KE 633,"Decrease, histaminergic neuron excitation",,Not specified,['Not specified'],['Not specified']
KE 634,"N/A, sedation",,Not specified,['Not specified'],['Not specified']
KE 635,"Decreased, locomotion",,Not specified,['Not specified'],['Not specified']
KE 636,"Decreased, survival",,Not specified,['Not specified'],['Not specified']
KE 638,"Antagonism, Histamine Receptor (H2)",,Not specified,['Not specified'],['Not specified']
KE 671,"Reduced, Prostaglandin F2alpha concentration, plasma",,Not specified,['Not specified'],['Not specified']
KE 672,"Reduced, Prostaglandin F2alpha synthesis, ovary",female gonad,Not specified,['Not specified'],['Not specified']
KE 673,"Reduced, Spawning behavior",,Not specified,['Not specified'],['Not specified']
KE 674,"Reduced, Ability to attract spawning mates",,Not specified,['Not specified'],['Not specified']
KE 678,"Reduced, Pheromone release",,Not specified,['Not specified'],['Not specified']
KE 681,"Decreased, Prostaglandin F2alpha synthesis, ovary",female gonad,Not specified,['Not specified'],['Not specified']
KE 687,"Reduced, Prostaglandin E2 concentration, hypothalamus",hypothalamus,Not specified,['Not specified'],['Not specified']
KE 689,"Reduced, Gonadotropin releasing hormone, hypothalamus",hypothalamus,Not specified,['Not specified'],['Not specified']
KE 690,"Reduced, Luteinizing hormone (LH), plasma",blood plasma,Not specified,['Not specified'],['Not specified']
KE 691,"Reduced, Maturation inducing steroid, plasma",blood plasma,Not specified,['Not specified'],['Not specified']
KE 692,"Reduced, Maturation inducing steroid receptor signalling, oocyte",,Not specified,['Not specified'],['Not specified']
KE 694,"Reduced, Meiotic prophase I/metaphase I transition, oocyte",,Not specified,['Not specified'],['Not specified']
KE 693,"Increased, cyclic adenosine monophosphate",,Not specified,['Not specified'],['Not specified']
KE 695,"Upregulated, Spindle assembly checkpoint protein Mad2-oocyte",,Not specified,['Not specified'],['Not specified']
KE 696,"Increased, Chromosome misseggregation",,Not specified,['Not specified'],['Not specified']
KE 697,"impaired, ion channels",,Not specified,['Not specified'],['Not specified']
KE 698,"Altered, Action Potential",,Not specified,['Not specified'],['Not specified']
KE 699,"Increased, cardiac arrthymia",heart,Not specified,['Not specified'],['Not specified']
KE 708,"Increased, Accumulation of alpha2u microglobulin (proximal tubular epithelium)",proximal tubular epithelium,Not specified,['Not specified'],['Not specified']
KE 709,"Increase, Cytotoxicity (renal tubular cell)",,Not specified,['Not specified'],['Not specified']
KE 710,"Increase, Regenerative cell proliferation (tubular epithelial cells)",,Not specified,['Not specified'],['Not specified']
KE 713,"Increase, Adenomas/carcinomas (renal tubular)",renal tubule,Not specified,['Not specified'],['Not specified']
KE 767,"Increase, Hyperplasia (renal tubular cells)",,Not specified,['Not specified'],['Not specified']
KE 714,"Increased, Binding of chemicals to 2u (serum)",serum,Not specified,['Not specified'],['Not specified']
KE 718,"Binding, Tubulin",,10090,['Mixed'],['All life stages']
KE 718,"Binding, Tubulin",,9606,['Mixed'],['All life stages']
KE 718,"Binding, Tubulin",,10116,['Mixed'],['All life stages']
KE 718,"Binding, Tubulin",,8355,['Mixed'],['All life stages']
KE 720,"Disruption, Microtubule dynamics",,10090,['Mixed'],['All life stages']
KE 720,"Disruption, Microtubule dynamics",,9606,['Mixed'],['All life stages']
KE 720,"Disruption, Microtubule dynamics",,8355,['Mixed'],['All life stages']
KE 721,"Disorganization, Meiotic Spindle",,10090,['Mixed'],['All life stages']
KE 721,"Disorganization, Meiotic Spindle",,9606,['Mixed'],['All life stages']
KE 728,"Increase, Aneuploid offspring",,10090,['Female'],"['Adult, reproductively mature']"
KE 728,"Increase, Aneuploid offspring",,9606,['Female'],"['Adult, reproductively mature']"
KE 752,"Altered, Meiotic chromosome dynamics",,10090,['Mixed'],['All life stages']
KE 723,"Altered, Chromosome number",,10090,['Mixed'],['All life stages']
KE 723,"Altered, Chromosome number",,10037,['Mixed'],['All life stages']
KE 723,"Altered, Chromosome number",,9606,['Mixed'],['All life stages']
KE 715,"Activation, Constitutive androstane receptor",,10116,['Unspecific'],['All life stages']
KE 715,"Activation, Constitutive androstane receptor",,10090,['Unspecific'],['All life stages']
KE 715,"Activation, Constitutive androstane receptor",,10037,['Unspecific'],['All life stages']
KE 715,"Activation, Constitutive androstane receptor",,9606,['Unspecific'],['All life stages']
KE 715,"Activation, Constitutive androstane receptor",,9615,['Unspecific'],['All life stages']
KE 715,"Activation, Constitutive androstane receptor",,9544,['Unspecific'],['All life stages']
KE 774,"Increase, Preneoplastic foci (hepatocytes)",,Not specified,['Not specified'],['Not specified']
KE 1214,"Altered gene expression specific to CAR activation, Hepatocytes",liver,10116,['Unspecific'],['All life stages']
KE 1214,"Altered gene expression specific to CAR activation, Hepatocytes",liver,10090,['Unspecific'],['All life stages']
KE 1214,"Altered gene expression specific to CAR activation, Hepatocytes",liver,10037,['Unspecific'],['All life stages']
KE 1214,"Altered gene expression specific to CAR activation, Hepatocytes",liver,9606,['Unspecific'],['All life stages']
KE 1214,"Altered gene expression specific to CAR activation, Hepatocytes",liver,9615,['Unspecific'],['All life stages']
KE 1214,"Altered gene expression specific to CAR activation, Hepatocytes",liver,9544,['Unspecific'],['All life stages']
KE 768,"Increase, Cytotoxicity",,435435,['Not specified'],['Not specified']
KE 768,"Increase, Cytotoxicity",,10090,['Not specified'],['Not specified']
KE 768,"Increase, Cytotoxicity",,9606,['Not specified'],['Not specified']
KE 726,"Increased, Induction of pyruvate dehydrogenase (PDH)",,Not specified,['Not specified'],['Not specified']
KE 724,"Inhibition, Pyruvate dehydrogenase kinase (PDK) enzyme",,Not specified,['Not specified'],['Not specified']
KE 769,"Increase, Oxidative metabolism",,Not specified,['Not specified'],['Not specified']
KE 733,"Increase, Necrosis (terminal bronchiolar cells)",,Not specified,['Not specified'],['Not specified']
KE 734,"Increase, Regenerative cell proliferation (terminal bronchiolar epithelial cells)",,Not specified,['Not specified'],['Not specified']
KE 735,"Increase, Hyperplasia (terminal bronchiolar cells)",terminal bronchiole epithelium,Not specified,['Not specified'],['Not specified']
KE 736,"Increase, Adenomas/carcinomas (bronchioloalveolar)",lung,Not specified,['Not specified'],['Not specified']
KE 770,"Increase, Cytotoxicity (club cells)",,Not specified,['Not specified'],['Not specified']
KE 739,"Increase, Hypertrophy and proliferation (follicular cell)",,10116,['Not specified'],['Not specified']
KE 739,"Increase, Hypertrophy and proliferation (follicular cell)",,10090,['Not specified'],['Not specified']
KE 740,"Increase, Hyperplasia (follicular cells)",,10116,['Not specified'],['Not specified']
KE 740,"Increase, Hyperplasia (follicular cells)",,10090,['Not specified'],['Not specified']
KE 741,"Increase, Adenomas/carcinomas (follicular cell)",thyroid gland,10116,['Not specified'],['Not specified']
KE 741,"Increase, Adenomas/carcinomas (follicular cell)",thyroid gland,10090,['Not specified'],['Not specified']
KE 1023,"Increased, Thyroid-stimulating hormone (TSH)",serum,8355,['Not specified'],['Not specified']
KE 1023,"Increased, Thyroid-stimulating hormone (TSH)",serum,10118,['Not specified'],['Not specified']
KE 1023,"Increased, Thyroid-stimulating hormone (TSH)",serum,10090,['Not specified'],['Not specified']
KE 743,"Decreased, Testosterone binding to androgen receptor (hypothalamus)",,Not specified,['Not specified'],['Not specified']
KE 744,"Increase, Hyperplasia (Leydig cells)",,Not specified,['Not specified'],['Not specified']
KE 745,"Increase, Leydig cell tumors",,Not specified,['Not specified'],['Not specified']
KE 754,"Increased, Luteinizing hormone (LH)",blood,Not specified,['Not specified'],['Not specified']
KE 1614,"Decrease, androgen receptor activation",,40674,['Mixed'],['During development and at adulthood']
KE 746,"Increase, Dopaminergic activity",,Not specified,['Not specified'],['Not specified']
KE 747,"Decreased, Prolactin",blood,Not specified,['Not specified'],['Not specified']
KE 748,"Increased, Estrogen receptor (ER) activity",,Not specified,['Not specified'],['Not specified']
KE 749,"Decreased, Progesterone from corpus luteum",corpus luteum,Not specified,['Not specified'],['Not specified']
KE 772,"Increase, Hyperplasia (glandular epithelial cells of endometrium)",,Not specified,['Not specified'],['Not specified']
KE 773,"Increase, Endometrial adenocarcinomas",endometrium,Not specified,['Not specified'],['Not specified']
KE 760,"Activation, Glutamate-gated chloride channel",,Not specified,['Not specified'],['Not specified']
KE 761,"Increased, Chloride conductance",,Not specified,['Not specified'],['Not specified']
KE 763,"hyperpolarisation, neuron",,Not specified,['Not specified'],['Not specified']
KE 764,"N/A, Ataxia, paralysis, or hyperactivity",skeletal muscle tissue,Not specified,['Not specified'],['Not specified']
KE 765,"Decreased, population 1",,Not specified,['Not specified'],['Not specified']
KE 766,"Inhibition, 4-hydroxyphenyl-pyruvate dioxygenase (HPPD) enzyme",,Not specified,['Not specified'],['Not specified']
KE 775,"Increased, Plasma tyrosine",blood plasma,Not specified,['Not specified'],['Not specified']
KE 776,"Increase, Cytotoxicity (corneal cells)",,Not specified,['Not specified'],['Not specified']
KE 777,"Increase, Inflammation (corneal cells)",,Not specified,['Not specified'],['Not specified']
KE 778,"Increase, Regenerative cell proliferation (corneal cells)",,Not specified,['Not specified'],['Not specified']
KE 779,"Increase, Papillomas/carcinomas (squamous cells)",,Not specified,['Not specified'],['Not specified']
KE 780,"Increase, Cytotoxicity (epithelial cells)",,Not specified,['Not specified'],['Not specified']
KE 781,"Increase, Regenerative cell proliferation (forestomach epithelial cells)",murine forestomach,Not specified,['Not specified'],['Not specified']
KE 782,"Increase, Hyperplasia (forestomach epithelial cells)",murine forestomach,Not specified,['Not specified'],['Not specified']
KE 783,"Increase, Cytotoxicity (tubular epithelial cells)",,Not specified,['Not specified'],['Not specified']
KE 784,"Increase, Hyperplasia (tubular epithelial cells)",,Not specified,['Not specified'],['Not specified']
KE 786,"Increase, Cytotoxicity (hepatocytes)",,Not specified,['Not specified'],['Not specified']
KE 787,"Increase, Regenerative cell proliferation (hepatocytes)",,Not specified,['Not specified'],['Not specified']
KE 791,"Increased, Leutinizing hormone (LH)",serum,Not specified,['Not specified'],['Not specified']
KE 1617,"Inhibition, 5α-reductase",,40674,['Mixed'],['During development and at adulthood']
KE 793,"Increase, Urinary bladder calculi",,Not specified,['Not specified'],['Not specified']
KE 794,"Increase, Cytotoxicity (urothelial cells)",,Not specified,['Not specified'],['Not specified']
KE 795,"Increase, Regenerative cell proliferation (urothelial cells)",,Not specified,['Not specified'],['Not specified']
KE 796,"Increase, Hyperplasia (urothelial)",,Not specified,['Not specified'],['Not specified']
KE 797,"Increase, Adenomas/carcinomas (urothelial)",urothelium,Not specified,['Not specified'],['Not specified']
KE 798,"Inhibition, Prolyl hydroxylases",,Not specified,['Not specified'],['Not specified']
KE 799,"Increased, HIF-1 heterodimer",,Not specified,['Not specified'],['Not specified']
KE 800,"Decreased, Aromatase (Cyp19a1) mRNA",,7955,['Not specified'],['Not specified']
KE 801,"modulation, Unknown",,Not specified,['Not specified'],['Not specified']
KE 802,"Increased, HIF-1 alpha transcription",,Not specified,['Not specified'],['Not specified']
KE 804,"Inhibition, HMG-CoA reductase",,Not specified,['Not specified'],['Not specified']
KE 805,"Decreased, mevalonate",,Not specified,['Not specified'],['Not specified']
KE 807,"Decreased, cholesterol",blood plasma,7742,"['Male', 'Female']","['Adult', 'All life stages']"
KE 809,"malformed, Male reproductive tract",male reproductive system,Not specified,['Not specified'],['Not specified']
KE 330,"Decrease, Fertility",,10095,['Not specified'],['Not specified']
KE 330,"Decrease, Fertility",,9606,['Not specified'],['Not specified']
KE 848,"Decreased, Binding of NE to NE receptors on GnRH neurons",,Not specified,['Not specified'],['Not specified']
KE 849,"Inhibition, Antgonism of NE receptor",,Not specified,['Not specified'],['Not specified']
KE 814,"Occurrence, Kidney toxicity",kidney,10116,['Not specified'],['Not specified']
KE 814,"Occurrence, Kidney toxicity",kidney,9606,['Not specified'],['Not specified']
KE 819,"Decreased, Glomerular filtration",kidney,10116,['Not specified'],['Not specified']
KE 819,"Decreased, Glomerular filtration",kidney,9606,['Not specified'],['Not specified']
KE 820,"Decreased, Renal plasma flow",kidney,10116,['Not specified'],['Not specified']
KE 820,"Decreased, Renal plasma flow",kidney,9606,['Not specified'],['Not specified']
KE 821,"Decreased, Sodium reabsorption",kidney,10116,['Not specified'],['Not specified']
KE 821,"Decreased, Sodium reabsorption",kidney,9606,['Not specified'],['Not specified']
KE 813,"Increased, Serum creatinine",serum,10116,['Not specified'],['Not specified']
KE 813,"Increased, Serum creatinine",serum,9606,['Not specified'],['Not specified']
KE 823,"Occurrence, Cystic dilatation (renal tubule)",kidney,10116,['Not specified'],['Not specified']
KE 823,"Occurrence, Cystic dilatation (renal tubule)",kidney,9606,['Not specified'],['Not specified']
KE 824,"Occurrence, Cytoplasmic vacuolization (podocyte)",kidney,10116,['Not specified'],['Not specified']
KE 824,"Occurrence, Cytoplasmic vacuolization (podocyte)",kidney,9606,['Not specified'],['Not specified']
KE 818,"Occurrence, Cytoplasmic vacuolization (Renal tubule)",kidney,10116,['Not specified'],['Not specified']
KE 818,"Occurrence, Cytoplasmic vacuolization (Renal tubule)",kidney,9606,['Not specified'],['Not specified']
KE 825,"Decreased, Renal ability to dilute urine",,10116,['Not specified'],['Not specified']
KE 825,"Decreased, Renal ability to dilute urine",,9606,['Not specified'],['Not specified']
KE 828,"Inhibition, Phospholipase A",,Not specified,['Not specified'],['Not specified']
KE 829,"Damage, Lipid bilayer",,Not specified,['Not specified'],['Not specified']
KE 831,"Disturbance, Lysosomal function",,Not specified,['Not specified'],['Not specified']
KE 833,"Occurrence, Cytoplasmic vacuolization (hepatocyte)",,Not specified,['Not specified'],['Not specified']
KE 835,"Occurrence, Ballooning degeneration (hepatocyte)",,Not specified,['Not specified'],['Not specified']
KE 837,"Occurrence, Cytoplasmic vacuolization (kupffer cell)",,Not specified,['Not specified'],['Not specified']
KE 838,"Induction, Microvesicular fat",,Not specified,['Not specified'],['Not specified']
KE 839,"Formation, Mallory body",,Not specified,['Not specified'],['Not specified']
KE 840,"Formation, Liver fibrosis",liver,Not specified,['Not specified'],['Not specified']
KE 836,"Occurrence, Cytoplasmic vacuolization (Bile duct cell)",,Not specified,['Not specified'],['Not specified']
KE 844,"Oxidation, Uroporphyrinogen",,9606,['Unspecific'],['All life stages']
KE 844,"Oxidation, Uroporphyrinogen",,10090,['Unspecific'],['All life stages']
KE 844,"Oxidation, Uroporphyrinogen",,10116,['Unspecific'],['All life stages']
KE 844,"Oxidation, Uroporphyrinogen",,9031,['Unspecific'],['All life stages']
KE 845,"Inhibition, UROD",,10090,['Unspecific'],"['All life stages', 'Adult']"
KE 845,"Inhibition, UROD",,10116,['Unspecific'],"['All life stages', 'Adult']"
KE 845,"Inhibition, UROD",,9031,['Unspecific'],"['All life stages', 'Adult']"
KE 845,"Inhibition, UROD",,93934,['Unspecific'],"['All life stages', 'Adult']"
KE 846,"Accumulation, Highly carboxylated porphyrins",,10116,['Unspecific'],"['Juvenile', 'Adults']"
KE 846,"Accumulation, Highly carboxylated porphyrins",,10090,['Unspecific'],"['Juvenile', 'Adults']"
KE 846,"Accumulation, Highly carboxylated porphyrins",,9606,['Unspecific'],"['Juvenile', 'Adults']"
KE 846,"Accumulation, Highly carboxylated porphyrins",,9031,['Unspecific'],"['Juvenile', 'Adults']"
KE 846,"Accumulation, Highly carboxylated porphyrins",,93934,['Unspecific'],"['Juvenile', 'Adults']"
KE 846,"Accumulation, Highly carboxylated porphyrins",,35669,['Unspecific'],"['Juvenile', 'Adults']"
KE 369,Uroporphyria,,10116,['Unspecific'],"['Juvenile', 'Adult']"
KE 369,Uroporphyria,,10090,['Unspecific'],"['Juvenile', 'Adult']"
KE 369,Uroporphyria,,9606,['Unspecific'],"['Juvenile', 'Adult']"
KE 369,Uroporphyria,,35669,['Unspecific'],"['Juvenile', 'Adult']"
KE 369,Uroporphyria,,9031,['Unspecific'],"['Juvenile', 'Adult']"
KE 369,Uroporphyria,,93934,['Unspecific'],"['Juvenile', 'Adult']"
KE 850,"Induction, CYP1A2/CYP1A5",,9606,['Unspecific'],['All life stages']
KE 850,"Induction, CYP1A2/CYP1A5",,10090,['Unspecific'],['All life stages']
KE 850,"Induction, CYP1A2/CYP1A5",,10116,['Unspecific'],['All life stages']
KE 850,"Induction, CYP1A2/CYP1A5",,9031,['Unspecific'],['All life stages']
KE 850,"Induction, CYP1A2/CYP1A5",,7955,['Unspecific'],['All life stages']
KE 850,"Induction, CYP1A2/CYP1A5",,52644,['Unspecific'],['All life stages']
KE 850,"Induction, CYP1A2/CYP1A5",,56072,['Unspecific'],['All life stages']
KE 850,"Induction, CYP1A2/CYP1A5",,56069,['Unspecific'],['All life stages']
KE 850,"Induction, CYP1A2/CYP1A5",,8901,['Unspecific'],['All life stages']
KE 850,"Induction, CYP1A2/CYP1A5",,56262,['Unspecific'],['All life stages']
KE 867,"Decrease, Intracellular pH",,435435,['Not specified'],['Not specified']
KE 867,"Decrease, Intracellular pH",,10090,['Not specified'],['Not specified']
KE 867,"Decrease, Intracellular pH",,9606,['Not specified'],['Not specified']
KE 868,"Increase, Tissue Degeneration, Necrosis & Atrophy",olfactory organ,10116,['Not specified'],['Not specified']
KE 868,"Increase, Tissue Degeneration, Necrosis & Atrophy",olfactory organ,10090,['Not specified'],['Not specified']
KE 868,"Increase, Tissue Degeneration, Necrosis & Atrophy",olfactory organ,9606,['Not specified'],['Not specified']
KE 870,"Increase, Cell Proliferation",,10116,['Unspecific'],['All life stages']
KE 870,"Increase, Cell Proliferation",,10090,['Unspecific'],['All life stages']
KE 870,"Increase, Cell Proliferation",,9606,['Unspecific'],['All life stages']
KE 869,"Increase, Respiratory or Squamous Metaplasia",olfactory epithelium,10116,['Not specified'],['Not specified']
KE 869,"Increase, Respiratory or Squamous Metaplasia",olfactory epithelium,10090,['Not specified'],['Not specified']
KE 869,"Increase, Respiratory or Squamous Metaplasia",olfactory epithelium,9606,['Not specified'],['Not specified']
KE 872,"Increase, Site of Contact Nasal Tumors",olfactory organ,10116,['Not specified'],['Not specified']
KE 872,"Increase, Site of Contact Nasal Tumors",olfactory organ,10090,['Not specified'],['Not specified']
KE 872,"Increase, Site of Contact Nasal Tumors",olfactory organ,9606,['Not specified'],['Not specified']
KE 876,"Increase, Mutations in Critical Genes",,10116,['Not specified'],['Not specified']
KE 876,"Increase, Mutations in Critical Genes",,10090,['Not specified'],['Not specified']
KE 876,"Increase, Mutations in Critical Genes",,9606,['Not specified'],['Not specified']
KE 877,"Inhibition, organic anion transporter 1 (OAT1)",proximal tubule,Not specified,['Not specified'],['Not specified']
KE 1096,"Increased, blood uric acid concentration",blood,Not specified,['Not specified'],['Not specified']
KE 1097,"Occurrence, renal proximal tubular necrosis",proximal tubule,Not specified,['Not specified'],['Not specified']
KE 1098,"Increased, blood potassium concentration",blood,Not specified,['Not specified'],['Not specified']
KE 1102,"Occurrence, tophi (urate) deposition",,Not specified,['Not specified'],['Not specified']
KE 1106,"Occurrence, cardiac arrhythmia",heart,Not specified,['Not specified'],['Not specified']
KE 885,"Increase, Cancer",,9606,['Unspecific'],['All life stages']
KE 885,"Increase, Cancer",,10090,['Unspecific'],['All life stages']
KE 885,"Increase, Cancer",,10116,['Unspecific'],['All life stages']
KE 1539,Endocytotic lysosomal uptake,,9606,['Unspecific'],['All life stages']
KE 1539,Endocytotic lysosomal uptake,,10116,['Unspecific'],['All life stages']
