organ,organismId,organismName,sex,lifestage,aeid,assayComponentEndpointName,assaySourceLongName,organism,tissue,cellFreeComponentSource,assayFormatType,citations,assayDesignType,assayDesignTypeSub,biologicalProcessTarget,detectionTechnologyType,detectionTechnology,assayName,geneId,geneName,description,geneSymbol,trackStatus,entrezGeneId,officialSymbol,officialFullName,uniprotAccessionNumber
,9606, human,['Not specified'],['Not specified'],2560,ERF_CR_ENZ_hAKT3,Eurofins,human,,human recombinant cells,biochemical,,enzyme reporter,enzyme activity,regulation of catalytic activity,Fluorescence,LANCE,ERF_CR_ENZ_hAKT3,359,v-akt murine thymoma viral oncogene homolog 3,,AKT3,live,10000,AKT3,v-akt murine thymoma viral oncogene homolog 3,Q9Y243
,9606, human,['Not specified'],['Not specified'],2561,ERF_CR_ENZ_hAURKA,Eurofins,human,,human recombinant Sf21 cells,biochemical,,enzyme reporter,enzyme activity,regulation of catalytic activity,Fluorescence,LANCE,ERF_CR_ENZ_hAURKA,306,aurora kinase A,,AURKA,live,6790,AURKA,aurora kinase A,O14965
,9606, human,['Not specified'],['Not specified'],2562,ERF_PL_ENZ_hBTK,Eurofins,human,,human recombinant insect Sf21 cells,biochemical,,enzyme reporter,enzyme activity,regulation of catalytic activity,Radiometry,Lysate-based radiodetection,ERF_PL_ENZ_hBTK,36,Bruton agammaglobulinemia tyrosine kinase,,BTK,live,695,BTK,Bruton agammaglobulinemia tyrosine kinase,Q06187
,9606, human,['Not specified'],['Not specified'],2563,ERF_CR_ENZ_hCDK2,Eurofins,human,,human recombinant cells,biochemical,,enzyme reporter,enzyme activity,regulation of catalytic activity,Fluorescence,LANCE,ERF_CR_ENZ_hCDK2,55,cyclin-dependent kinase 2,,CDK2,live,1017,CDK2,cyclin-dependent kinase 2,P24941
,9606, human,['Not specified'],['Not specified'],2564,ERF_PL_ENZ_hCHK1,Eurofins,human,,human recombinant insect Sf21 cells,biochemical,,enzyme reporter,enzyme activity,regulation of catalytic activity,Radiometry,Lysate-based radiodetection,ERF_PL_ENZ_hCHK1,60,checkpoint kinase 1,,CHEK1,live,1111,CHEK1,checkpoint kinase 1,O14757
,9606, human,['Not specified'],['Not specified'],2566,ERF_CR_ENZ_hCSF1R,Eurofins,human,,human recombinant cells,biochemical,,enzyme reporter,enzyme activity,regulation of catalytic activity,Fluorescence,LANCE,ERF_CR_ENZ_hCSF1R,73,colony stimulating factor 1 receptor,,CSF1R,live,1436,CSF1R,colony stimulating factor 1 receptor,P07333
,9606, human,['Not specified'],['Not specified'],2567,ERF_PL_ENZ_hCSNK1A1,Eurofins,human,,human recombinant E. coli,biochemical,,enzyme reporter,enzyme activity,regulation of catalytic activity,Radiometry,Lysate-based radiodetection,ERF_PL_ENZ_hCSNK1A1,74,"casein kinase 1, alpha 1",,CSNK1A1,live,1452,CSNK1A1,"casein kinase 1, alpha 1",P48729
,9606, human,['Not specified'],['Not specified'],2568,ERF_PL_ENZ_hCSNK1D,Eurofins,human,,human recombinant E. coli,biochemical,,enzyme reporter,enzyme activity,regulation of catalytic activity,Radiometry,Lysate-based radiodetection,ERF_PL_ENZ_hCSNK1D,75,"casein kinase 1, delta",,CSNK1D,live,1453,CSNK1D,"casein kinase 1, delta",P48730
,9606, human,['Not specified'],['Not specified'],2569,ERF_PL_ENZ_hCSNK2A1,Eurofins,human,,human recombinant Sf21 insect cells,biochemical,,enzyme reporter,enzyme activity,regulation of catalytic activity,Radiometry,Lysate-based radiodetection,ERF_PL_ENZ_hCSNK2A1,76,"casein kinase 2, alpha 1 polypeptide",,CSNK2A1,live,1457,CSNK2A1,"casein kinase 2, alpha 1 polypeptide",Q8NEV1
,9606, human,['Not specified'],['Not specified'],2570,ERF_PL_ENZ_hCYP19A1,Eurofins,human,,human recombinant insect BTI-TN-5B1-4 cells,biochemical,,enzyme reporter,enzyme activity,regulation of catalytic activity,Colorimetric,spectrophotometry,ERF_PL_ENZ_hCYP19A1,94,"cytochrome P450, family 19, subfamily A, polypeptide 1",,CYP19A1,live,1588,CYP19A1,"cytochrome P450, family 19, subfamily A, polypeptide 1",P11511
,9606, human,['Not specified'],['Not specified'],2571,ERF_CR_ENZ_hDUSP3,Eurofins,human,,human full length recombinant,biochemical,,enzyme reporter,enzyme activity,regulation of catalytic activity,Colorimetric,spectrophotometry,ERF_CR_ENZ_hDUSP3,102,dual specificity phosphatase 3,,DUSP3,live,1845,DUSP3,dual specificity phosphatase 3,P51452
,9606, human,['Not specified'],['Not specified'],2572,ERF_CR_ENZ_hDYRK1A,Eurofins,human,,human recombinant cells,biochemical,,enzyme reporter,enzyme activity,regulation of catalytic activity,Fluorescence,LANCE,ERF_CR_ENZ_hDYRK1A,103,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A,,DYRK1A,live,1859,DYRK1A,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A,Q13627
,9606, human,['Not specified'],['Not specified'],2573,ERF_CR_ENZ_hEGFR,Eurofins,human,,human recombinant insect cells,biochemical,,enzyme reporter,enzyme activity,regulation of catalytic activity,Fluorescence,LANCE,ERF_CR_ENZ_hEGFR,108,epidermal growth factor receptor,,EGFR,live,1956,EGFR,epidermal growth factor receptor,P00533
,9606, human,['Not specified'],['Not specified'],521,NVS_ENZ_hPPM1A,Novascreen,human,,,biochemical,"{'doi': 'doi: 10.1021/tx400021f', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/23611293', 'pmid': 23611293, 'title': 'Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays', 'author': 'Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB', 'citation': 'Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB. Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays. Chem Res Toxicol. 2013 Jun 17;26(6):878-95. doi: 10.1021/tx400021f. Epub 2013 May 16. PubMed PMID: 23611293; PubMed Central PMCID: PMC3685188.', 'otherId': '0', 'citationId': 215, 'otherSource': ''}",enzyme reporter,enzyme activity,regulation of catalytic activity,Fluorescence,Fluorescence and electrophoretic mobility shift,NVS_ENZ_hPPM1A,251,"protein phosphatase, Mg2+/Mn2+ dependent, 1A",,PPM1A,live,5494,PPM1A,"protein phosphatase, Mg2+/Mn2+ dependent, 1A",P35813
,9606, human,['Not specified'],['Not specified'],523,NVS_ENZ_hPPP1CA,Novascreen,human,,,biochemical,"{'doi': '', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/7882291', 'pmid': 7882291, 'title': 'Enhanced expression of catalytic subunit isoform PP1 gamma 1 of protein phosphatase type 1 associated with malignancy of osteogenic tumor', 'author': 'Sogawa K, Yamada T, Oka S, Kawasaki K, Mori S, Tanaka H, Norimatsu H, Cai Y, Kuwabara H, Shima H, et al', 'citation': 'Sogawa K, Yamada T, Oka S, Kawasaki K, Mori S, Tanaka H, Norimatsu H, Cai Y, Kuwabara H, Shima H, et al. Enhanced expression of catalytic subunit isoform PP1 gamma 1 of protein phosphatase type 1 associated with malignancy of osteogenic tumor. Cancer Lett. 1995 Feb 10;89(1):1-6. PubMed PMID: 7882291.', 'otherId': '0', 'citationId': 148, 'otherSource': ''}",enzyme reporter,enzyme activity,regulation of catalytic activity,Fluorescence,Fluorescence and electrophoretic mobility shift,NVS_ENZ_hPPP1CA,252,"protein phosphatase 1, catalytic subunit, alpha isozyme",,PPP1CA,live,5499,PPP1CA,"protein phosphatase 1, catalytic subunit, alpha isozyme",P62136
,9606, human,['Not specified'],['Not specified'],525,NVS_ENZ_hPPP2CA,Novascreen,human,,,biochemical,"{'doi': 'doi: 10.1038/343651a0', 'url': '#http://www.ncbi.nlm.nih.gov/pubmed/2154696#', 'pmid': 2154696, 'title': 'Requirement for integration of signals from two distinct phosphorylation pathways for activation of MAP kinase', 'author': 'Anderson NG, Maller JL, Tonks NK, Sturgill TW', 'citation': 'Anderson NG, Maller JL, Tonks NK, Sturgill TW. Requirement for integration of signals from two distinct phosphorylation pathways for activation of MAP kinase. Nature. 1990 Feb 15;343(6259):651-3. PubMed PMID: 2154696.', 'otherId': '0', 'citationId': 207, 'otherSource': ''}",enzyme reporter,enzyme activity,regulation of catalytic activity,Fluorescence,Fluorescence and electrophoretic mobility shift,NVS_ENZ_hPPP2CA,253,"protein phosphatase 2, catalytic subunit, alpha isozyme",,PPP2CA,live,5515,PPP2CA,"protein phosphatase 2, catalytic subunit, alpha isozyme",P67775
,9606, human,['Not specified'],['Not specified'],529,NVS_ENZ_hPTPN1,Novascreen,human,,,biochemical,"{'doi': '', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/1335746', 'pmid': 1335746, 'title': '1002 protein phosphatases?', 'author': 'Charbonneau H, Tonks NK', 'citation': 'Charbonneau H, Tonks NK. 1002 protein phosphatases? Annu Rev Cell Biol. 1992;8:463-93. Review. PubMed PMID: 1335746.', 'otherId': '0', 'citationId': 15, 'otherSource': ''}",enzyme reporter,enzyme activity,regulation of catalytic activity,Fluorescence,Fluorescence and electrophoretic mobility shift,NVS_ENZ_hPTPN1,265,"protein tyrosine phosphatase, non-receptor type 1",,PTPN1,live,5770,PTPN1,"protein tyrosine phosphatase, non-receptor type 1",P18031
,9606, human,['Not specified'],['Not specified'],533,NVS_ENZ_hPTPN12,Novascreen,human,,,biochemical,"{'doi': '', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/1943774', 'pmid': 1943774, 'title': 'Use of vanadate as protein-phosphotyrosine phosphatase inhibitor', 'author': 'Gordon JA', 'citation': 'Gordon JA. Use of vanadate as protein-phosphotyrosine phosphatase inhibitor. Methods Enzymol. 1991;201:477-82. Review. PubMed PMID: 1943774.', 'otherId': '0', 'citationId': 26, 'otherSource': ''}",enzyme reporter,enzyme activity,regulation of catalytic activity,Fluorescence,Fluorescence and electrophoretic mobility shift,NVS_ENZ_hPTPN12,271,"protein tyrosine phosphatase, non-receptor type 12",,PTPN12,live,5782,PTPN12,"protein tyrosine phosphatase, non-receptor type 12",Q05209
,9606, human,['Not specified'],['Not specified'],537,NVS_ENZ_hPTPN14,Novascreen,human,,,biochemical,"{'doi': 'doi: 10.1021/tx400021f', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/23611293', 'pmid': 23611293, 'title': 'Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays', 'author': 'Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB', 'citation': 'Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB. Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays. Chem Res Toxicol. 2013 Jun 17;26(6):878-95. doi: 10.1021/tx400021f. Epub 2013 May 16. PubMed PMID: 23611293; PubMed Central PMCID: PMC3685188.', 'otherId': '0', 'citationId': 215, 'otherSource': ''}",enzyme reporter,enzyme activity,regulation of catalytic activity,Fluorescence,Fluorescence and electrophoretic mobility shift,NVS_ENZ_hPTPN14,273,"protein tyrosine phosphatase, non-receptor type 14",,PTPN14,live,5784,PTPN14,"protein tyrosine phosphatase, non-receptor type 14",Q15678
,9606, human,['Not specified'],['Not specified'],539,NVS_ENZ_hPTPN2,Novascreen,human,,,biochemical,"{'doi': '', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/1943774', 'pmid': 1943774, 'title': 'Use of vanadate as protein-phosphotyrosine phosphatase inhibitor', 'author': 'Gordon JA', 'citation': 'Gordon JA. Use of vanadate as protein-phosphotyrosine phosphatase inhibitor. Methods Enzymol. 1991;201:477-82. Review. PubMed PMID: 1943774.', 'otherId': '0', 'citationId': 26, 'otherSource': ''}",enzyme reporter,enzyme activity,regulation of catalytic activity,Fluorescence,Fluorescence and electrophoretic mobility shift,NVS_ENZ_hPTPN2,266,"protein tyrosine phosphatase, non-receptor type 2",,PTPN2,live,5771,PTPN2,"protein tyrosine phosphatase, non-receptor type 2",P17706
,9606, human,['Not specified'],['Not specified'],541,NVS_ENZ_hPTPN4,Novascreen,human,,SF9,biochemical,"{'doi': 'doi: 10.1021/tx400021f', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/23611293', 'pmid': 23611293, 'title': 'Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays', 'author': 'Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB', 'citation': 'Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB. Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays. Chem Res Toxicol. 2013 Jun 17;26(6):878-95. doi: 10.1021/tx400021f. Epub 2013 May 16. PubMed PMID: 23611293; PubMed Central PMCID: PMC3685188.', 'otherId': '0', 'citationId': 215, 'otherSource': ''}",enzyme reporter,enzyme activity,regulation of catalytic activity,Fluorescence,Fluorescence and electrophoretic mobility shift,NVS_ENZ_hPTPN4,267,"protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)",,PTPN4,live,5775,PTPN4,"protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)",P29074
,9606, human,['Not specified'],['Not specified'],543,NVS_ENZ_hPTPN6,Novascreen,human,,SF9,biochemical,"{'doi': 'doi: 10.1021/tx400021f', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/23611293', 'pmid': 23611293, 'title': 'Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays', 'author': 'Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB', 'citation': 'Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB. Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays. Chem Res Toxicol. 2013 Jun 17;26(6):878-95. doi: 10.1021/tx400021f. Epub 2013 May 16. PubMed PMID: 23611293; PubMed Central PMCID: PMC3685188.', 'otherId': '0', 'citationId': 215, 'otherSource': ''}",enzyme reporter,enzyme activity,regulation of catalytic activity,Fluorescence,Fluorescence and electrophoretic mobility shift,NVS_ENZ_hPTPN6,268,"protein tyrosine phosphatase, non-receptor type 6",,PTPN6,live,5777,PTPN6,"protein tyrosine phosphatase, non-receptor type 6",P29350
,9606, human,['Not specified'],['Not specified'],545,NVS_ENZ_hPTPN9,Novascreen,human,,SF9,biochemical,"{'doi': 'doi: 10.1021/tx400021f', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/23611293', 'pmid': 23611293, 'title': 'Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays', 'author': 'Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB', 'citation': 'Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB. Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays. Chem Res Toxicol. 2013 Jun 17;26(6):878-95. doi: 10.1021/tx400021f. Epub 2013 May 16. PubMed PMID: 23611293; PubMed Central PMCID: PMC3685188.', 'otherId': '0', 'citationId': 215, 'otherSource': ''}",enzyme reporter,enzyme activity,regulation of catalytic activity,Fluorescence,Fluorescence and electrophoretic mobility shift,NVS_ENZ_hPTPN9,269,"protein tyrosine phosphatase, non-receptor type 9",,PTPN9,live,5780,PTPN9,"protein tyrosine phosphatase, non-receptor type 9",P43378
,9606, human,['Not specified'],['Not specified'],549,NVS_ENZ_hPTPRC,Novascreen,human,,yeast cells,biochemical,"{'doi': '', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/8031864', 'pmid': 8031864, 'title': 'High level expression and purification of the enzymatically active cytoplasmic region of human CD45 phosphatase from yeast', 'author': 'Pacitti A, Stevis P, Evans M, Trowbridge I, Higgins TJ', 'citation': 'Pacitti A, Stevis P, Evans M, Trowbridge I, Higgins TJ. High level expression and purification of the enzymatically active cytoplasmic region of human CD45 phosphatase from yeast. Biochim Biophys Acta. 1994 Jun 30;1222(2):277-86. PubMed PMID: 8031864.', 'otherId': '0', 'citationId': 153, 'otherSource': ''}",enzyme reporter,enzyme activity,regulation of catalytic activity,Absorbance ,Spectrophotometry,NVS_ENZ_hPTPRC,275,"protein tyrosine phosphatase, receptor type, C",,PTPRC,live,5788,PTPRC,"protein tyrosine phosphatase, receptor type, C",P08575
,9606, human,['Not specified'],['Not specified'],553,NVS_ENZ_hPTPRM,Novascreen,human,,,biochemical,"{'doi': 'doi: 10.1021/tx400021f', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/23611293', 'pmid': 23611293, 'title': 'Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays', 'author': 'Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB', 'citation': 'Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB. Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays. Chem Res Toxicol. 2013 Jun 17;26(6):878-95. doi: 10.1021/tx400021f. Epub 2013 May 16. PubMed PMID: 23611293; PubMed Central PMCID: PMC3685188.', 'otherId': '0', 'citationId': 215, 'otherSource': ''}",enzyme reporter,enzyme activity,regulation of catalytic activity,Fluorescence,Fluorescence and electrophoretic mobility shift,NVS_ENZ_hPTPRM,277,"protein tyrosine phosphatase, receptor type, M",,PTPRM,live,5797,PTPRM,"protein tyrosine phosphatase, receptor type, M",P28827
,9606, human,['Not specified'],['Not specified'],561,NVS_ENZ_hSIRT1,Novascreen,human,,,biochemical,"{'doi': 'doi: 10.1021/tx400021f', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/23611293', 'pmid': 23611293, 'title': 'Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays', 'author': 'Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB', 'citation': 'Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB. Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays. Chem Res Toxicol. 2013 Jun 17;26(6):878-95. doi: 10.1021/tx400021f. Epub 2013 May 16. PubMed PMID: 23611293; PubMed Central PMCID: PMC3685188.', 'otherId': '0', 'citationId': 215, 'otherSource': ''}",enzyme reporter,enzyme activity,regulation of catalytic activity,Fluorescence,Fluorescence and electrophoretic mobility shift,NVS_ENZ_hSIRT1,377,sirtuin 1,,SIRT1,live,23411,SIRT1,sirtuin 1,Q96EB6
,9606, human,['Not specified'],['Not specified'],563,NVS_ENZ_hSIRT2,Novascreen,human,,,biochemical,"{'doi': 'doi: 10.1021/tx400021f', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/23611293', 'pmid': 23611293, 'title': 'Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays', 'author': 'Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB', 'citation': 'Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB. Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays. Chem Res Toxicol. 2013 Jun 17;26(6):878-95. doi: 10.1021/tx400021f. Epub 2013 May 16. PubMed PMID: 23611293; PubMed Central PMCID: PMC3685188.', 'otherId': '0', 'citationId': 215, 'otherSource': ''}",enzyme reporter,enzyme activity,regulation of catalytic activity,Fluorescence,Fluorescence and electrophoretic mobility shift,NVS_ENZ_hSIRT2,374,sirtuin 2,,SIRT2,live,22933,SIRT2,sirtuin 2,Q8IXJ6
,9606, human,['Not specified'],['Not specified'],571,NVS_ENZ_hTie2,Novascreen,human,,,biochemical,"{'doi': 'doi: 10.1021/tx400021f', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/23611293', 'pmid': 23611293, 'title': 'Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays', 'author': 'Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB', 'citation': 'Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB. Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays. Chem Res Toxicol. 2013 Jun 17;26(6):878-95. doi: 10.1021/tx400021f. Epub 2013 May 16. PubMed PMID: 23611293; PubMed Central PMCID: PMC3685188.', 'otherId': '0', 'citationId': 215, 'otherSource': ''}",enzyme reporter,enzyme activity,regulation of catalytic activity,Fluorescence,Fluorescence and electrophoretic mobility shift,NVS_ENZ_hTie2,313,"TEK tyrosine kinase, endothelial",,TEK,live,7010,TEK,"TEK tyrosine kinase, endothelial",Q02763
,9606, human,['Not specified'],['Not specified'],2549,ERF_CR_ADME_hCYP2A6,Eurofins,human,,human recombinant cyp,biochemical,,enzyme reporter,enzyme activity,regulation of catalytic activity,Fluorescence,Fluorimetry,ERF_CR_ADME_hCYP2A6,80,"cytochrome P450, family 2, subfamily A, polypeptide 6",,CYP2A6,live,1548,CYP2A6,"cytochrome P450, family 2, subfamily A, polypeptide 6",P11509
,9606, human,['Not specified'],['Not specified'],2550,ERF_CR_ADME_hCYP2B6,Eurofins,human,,human recombinant cyp,biochemical,,enzyme reporter,enzyme activity,regulation of catalytic activity,Fluorescence,Fluorimetry,ERF_CR_ADME_hCYP2B6,82,"cytochrome P450, family 2, subfamily B, polypeptide 6",,CYP2B6,live,1555,CYP2B6,"cytochrome P450, family 2, subfamily B, polypeptide 6",P20813
,9606, human,['Not specified'],['Not specified'],2551,ERF_CR_ADME_hCYP2C19_CEC,Eurofins,human,,human recombinant cyp,biochemical,,enzyme reporter,enzyme activity,regulation of catalytic activity,Fluorescence,Fluorimetry,ERF_CR_ADME_hCYP2C19_CEC,83,"cytochrome P450, family 2, subfamily C, polypeptide 19",,CYP2C19,live,1557,CYP2C19,"cytochrome P450, family 2, subfamily C, polypeptide 19",P33261
,9606, human,['Not specified'],['Not specified'],632,NVS_GPCR_hAdrb3,Novascreen,human,,SK-N-MC pretreated with isoproteronol and 8-bromo-cAMP,biochemical,"{'doi': '', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/7996434', 'pmid': 7996434, 'title': 'Influence of cell type upon the desensitization of the beta 3-adrenergic receptor', 'author': 'Chaudhry A, Granneman JG', 'citation': 'Chaudhry A, Granneman JG. Influence of cell type upon the desensitization of the beta 3-adrenergic receptor. J Pharmacol Exp Ther. 1994 Dec;271(3):1253-8. PubMed PMID: 7996434.', 'otherId': '0', 'citationId': 152, 'otherSource': ''}",binding reporter,radioligand binding,receptor binding,Radiometry,Filter-based radiodetection,NVS_GPCR_hAdrb3,17,adrenoceptor beta 3,,ADRB3,live,155,ADRB3,adrenoceptor beta 3,P13945
,9606, human,['Not specified'],['Not specified'],634,NVS_GPCR_hC5a,Novascreen,human,,U937,biochemical,"{'doi': '', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/2153739', 'pmid': 2153739, 'title': 'The role of formylpeptide receptors, C5a receptors, and cytosolic-free calcium in neutrophil priming', 'author': 'Zimmerli W, Reber AM, Dahinden CA', 'citation': 'Zimmerli W, Reber AM, Dahinden CA. The role of formylpeptide receptors, C5a receptors, and cytosolic-free calcium in neutrophil priming. J Infect Dis. 1990 Feb;161(2):242-9. PubMed PMID: 2153739.', 'otherId': '0', 'citationId': 30, 'otherSource': ''}",binding reporter,radioligand binding,receptor binding,Radiometry,Filter-based radiodetection,NVS_GPCR_hC5a,38,complement component 5a receptor 1,,C5AR1,live,728,C5AR1,complement component 5a receptor 1,P21730
,9606, human,['Not specified'],['Not specified'],638,NVS_GPCR_hETA,Novascreen,human,,Human neuroblastoma cells (SH-SY5Y),biochemical,"{'doi': '', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/1700206', 'pmid': 1700206, 'title': 'Tissue specificity of endothelin binding sites', 'author': 'Bolger GT, Liard F, Krogsrud R, Thibeault D, Jaramillo J', 'citation': 'Bolger GT, Liard F, Krogsrud R, Thibeault D, Jaramillo J. Tissue specificity of endothelin binding sites. J Cardiovasc Pharmacol. 1990 Sep;16(3):367-75. PubMed PMID: 1700206.', 'otherId': '0', 'citationId': 20, 'otherSource': ''}",binding reporter,radioligand binding,receptor binding,Radiometry,Filter-based radiodetection,NVS_GPCR_hETA,105,endothelin receptor type A,,EDNRA,live,1909,EDNRA,endothelin receptor type A,P25101
,9606, human,['Not specified'],['Not specified'],639,NVS_GPCR_hETB,Novascreen,human,,Human astrocytoma cells,biochemical,"{'doi': '', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/7616437', 'pmid': 7616437, 'title': 'Endothelin receptor in human astrocytoma U373MG cells: binding, dissociation, receptor internalization', 'author': 'Wu-Wong JR, Chiou WJ, Magnuson SR, Opgenorth TJ', 'citation': 'Wu-Wong JR, Chiou WJ, Magnuson SR, Opgenorth TJ. Endothelin receptor in human astrocytoma U373MG cells: binding, dissociation, receptor internalization. J Pharmacol Exp Ther. 1995 Jul;274(1):499-507. PubMed PMID: 7616437.', 'otherId': '0', 'citationId': 141, 'otherSource': ''}",binding reporter,radioligand binding,receptor binding,Radiometry,Filter-based radiodetection,NVS_GPCR_hETB,106,endothelin receptor type B,,EDNRB,live,1910,EDNRB,endothelin receptor type B,P24530
,9606, human,['Not specified'],['Not specified'],654,NVS_GPCR_hPY2,Novascreen,human,,U937,biochemical,"{'doi': '', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/2495280', 'pmid': 2495280, 'title': 'Guanine nucleotide-sensitive interaction of a radiolabeled agonist with a phospholipase C-linked P2y-purinergic receptor', 'author': 'Cooper CL, Morris AJ, Harden TK', 'citation': 'Cooper CL, Morris AJ, Harden TK. Guanine nucleotide-sensitive interaction of a radiolabeled agonist with a phospholipase C-linked P2y-purinergic receptor. J Biol Chem. 1989 Apr 15;264(11):6202-6. PubMed PMID: 2495280.', 'otherId': '0', 'citationId': 55, 'otherSource': ''}",binding reporter,radioligand binding,receptor binding,Radiometry,Filter-based radiodetection,NVS_GPCR_hPY2,228,"purinergic receptor P2Y, G-protein coupled, 1",,P2RY1,live,5028,P2RY1,"purinergic receptor P2Y, G-protein coupled, 1",P47900
,9606, human,['Not specified'],['Not specified'],655,NVS_GPCR_hTXA2,Novascreen,human,,Human platelets,biochemical,"{'doi': '', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/2968449', 'pmid': 2968449, 'title': 'Characterization of [5,6-3H]SQ 29,548 as a high affinity radioligand, binding to thromboxane A2/prostaglandin H2-receptors in human platelets', 'author': 'Hedberg A, Hall SE, Ogletree ML, Harris DN, Liu EC', 'citation': 'Hedberg A, Hall SE, Ogletree ML, Harris DN, Liu EC. Characterization of [5,6-3H]SQ 29,548 as a high affinity radioligand, binding to thromboxane A2/prostaglandin H2-receptors in human platelets. J Pharmacol Exp Ther. 1988 Jun;245(3):786-92. PubMed PMID: 2968449.', 'otherId': '0', 'citationId': 80, 'otherSource': ''}",binding reporter,radioligand binding,receptor binding,Radiometry,Filter-based radiodetection,NVS_GPCR_hTXA2,310,thromboxane A2 receptor,,TBXA2R,live,6915,TBXA2R,thromboxane A2 receptor,P21731
